연도,월,자치구코드,총이동인구수,평균이동시간,총이동시간,유입인구_norm,평균이동시간_norm,총이동시간_norm,출퇴근스트레스점수,모형,가중치_유입인구,가중치_평균이동시간,가중치_총이동시간
2022,1,37330,8.33,276.0,2299.08,8.82077021971669e-06,0.747984858785796,5.505286350248834e-05,26.18096804943279,문헌기반,0.45,0.35,0.2
2022,1,38310,16.990000000000002,274.4,4662.0560000000005,2.419056299692928e-05,0.742912855943749,0.0001482902959067,26.006004339284207,문헌기반,0.45,0.35,0.2
2022,1,36060,72.16,273.0,19699.68,0.0001221064368443,0.7384748534569581,0.0007416392978517,25.866947446608563,문헌기반,0.45,0.35,0.2
2022,1,38112,181.31,272.4642857142857,49400.49964285715,0.0003158261691345,0.7367766382196657,0.001913563246212,25.83966578022359,문헌기반,0.45,0.35,0.2
2022,1,38115,86.29,271.72,23446.7188,0.0001471844012718,0.7344172511833207,0.0008894885679378,25.72901686083221,문헌기반,0.45,0.35,0.2
2022,1,11090,221881.6,43.44479490058789,9639600.60421428,0.3937901351700508,0.0107844455376633,0.3803201293699756,25.704414263870024,문헌기반,0.45,0.35,0.2
2022,1,11020,192610.66,55.97619091631699,10781611.07667782,0.3418399871106717,0.0505089931667839,0.4253811559022908,25.658237298863483,문헌기반,0.45,0.35,0.2
2022,1,38030,231.23,268.55555555555554,62098.10111111111,0.0004044243279611,0.7243859566734945,0.0024145805052074,25.419999188434712,문헌기반,0.45,0.35,0.2
2022,1,36330,3.36,269.0,903.84,0.0,0.7257948463518409,0.0,25.402819622314432,문헌기반,0.45,0.35,0.2
2022,1,38390,79.77,268.5882352941176,21425.28352941176,0.0001356126866174,0.7244895515027846,0.0008097275232208,25.37943142395966,문헌기반,0.45,0.35,0.2
2022,1,38113,128.49,267.8666666666667,34418.188,0.0002220810820106,0.7222021776720577,0.0013223967387824,25.31351780198815,문헌기반,0.45,0.35,0.2
2022,1,36470,11.38,267.6666666666667,3046.046666666667,1.4233918946102184e-05,0.7215681773168019,8.452639776247852e-05,25.25721726039589,문헌기반,0.45,0.35,0.2
2022,1,37420,44.2,266.75,11790.35,7.248294884773232e-05,0.7186623423552125,0.0004295558821768,25.16503483277412,문헌기반,0.45,0.35,0.2
2022,1,35350,18.76,264.25,4957.33,2.733196406109397e-05,0.7107373379145142,0.0001599411081095,24.88023558755293,문헌기반,0.45,0.35,0.2
2022,1,36420,54.91,261.75,14372.6925,9.14910874902204e-05,0.702812333473816,0.0005314489967443,24.613177750455502,문헌기반,0.45,0.35,0.2
