자치구,year_month,강수량점수,대기점수,불쾌지수점수,쓰레기점수,이상기온점수,환경점수
금천구,2024-07,57.8303565693472,84.73,7.47,77.85,43.28358208955223,54.23278773177989
금천구,2024-08,9.035350882827466,78.61,0.63,77.85,95.52238805970148,52.329547788505785
금천구,2024-09,22.7873203834339,83.53,11.35,79.41,47.76119402985074,48.96770288265692
금천구,2024-10,7.47108565296738,78.11,35.49,80.98,11.940298507462686,42.79827683208602
금천구,2024-11,6.3488953793721015,67.32,53.69,81.91,14.925373134328357,44.83885370274009
금천구,2024-12,0.1586935740437767,63.28,76.03,83.16,2.985074626865672,45.12275364018189
노원구,2022-01,0.0113352552888411,40.77,82.59,67.85,8.955223880597014,40.03531182717717
노원구,2022-02,0.1133525528884119,50.07,79.74,67.85,14.925373134328357,42.539745137443354
노원구,2022-03,19.636119413136047,54.99,60.4,64.51,20.8955223880597,44.08632836023916
노원구,2022-04,0.6687800620416307,56.97,42.97,64.51,28.35820895522388,38.695397803453105
노원구,2022-05,0.2267051057768239,65.63,33.43,63.56,19.402985074626866,36.44993803608074
노원구,2022-06,51.33295045359913,80.93,21.18,61.17,19.402985074626866,46.80318710564519
노원구,2022-07,32.24207571194849,78.63,6.99,59.74,49.25373134328358,45.371161411046415
노원구,2022-08,64.66551550851844,81.14,12.71,59.74,25.37313432835821,48.72572996737534
노원구,2022-09,22.95734921276652,80.88,22.89,62.13,22.388059701492537,42.2490817828518
노원구,2022-10,22.447262724768663,73.84,43.64,64.51,23.88059701492537,45.66357194793881
노원구,2022-11,13.785975266472958,53.76,55.07,65.94,17.91044776119403,41.2932846055334
노원구,2022-12,0.351392913954077,58.15,83.67,67.85,5.970149253731343,43.198308433537086
노원구,2023-01,7.369068355367809,46.5,87.11,67.45,22.388059701492537,46.16342561137206
노원구,2023-02,0.0,41.87,75.52,67.45,19.402985074626866,40.84859701492537
노원구,2023-03,0.3740634245317595,40.59,54.82,64.08,17.91044776119403,35.55490223714516
