year,quarter,quarter_label,gu_name,quarter_flow_population,resident_population,registered_cars,parking_spaces,parking_supply_rate,parking_score_100,traffic_complaints,safety_complaints,environment_complaints,complaints,complaints_per_10k,complaint_score_100
2022,1,2022Q1,서초구,1128072.42,408451,177082.33333333334,312248.3333333333,176.33333333333334,16.30014858841008,58973,111,995,58973,1443.820678612612,72.79551068970697
2022,1,2022Q1,성동구,732209.7,288234,104337.66666666667,126300.66666666667,121.03333333333335,82.03566121842493,11604,56,441,11604,402.589562647016,19.784219712965907
2022,1,2022Q1,성북구,902650.23,441984,122300.33333333333,156566.0,128.03333333333333,73.7147102526003,11254,89,293,11254,254.6246017955401,12.251008811190605
2022,1,2022Q1,송파구,1690338.66,664514,245779.33333333334,335052.3333333333,136.33333333333334,63.84843982169389,24079,162,480,24079,362.35504443849186,17.73579480579906
2022,1,2022Q1,양천구,816826.89,444010,151162.0,170464.33333333334,112.73333333333333,90.0,19567,79,186,19567,440.68827278664895,21.723906088144624
2022,1,2022Q1,영등포구,1049212.83,398085,144407.66666666666,203915.33333333334,141.20000000000002,58.06339772164435,28371,113,3252,28371,712.6869889596443,35.57193931271365
2022,1,2022Q1,용산구,692081.49,233284,74460.66666666667,109378.33333333333,146.83333333333334,51.36701337295689,34505,80,794,34505,1479.0984379554534,74.59157645921343
2022,1,2022Q1,은평구,931392.03,470602,134314.66666666666,186887.0,139.13333333333333,60.52005943536405,21414,155,336,21414,455.0341902499352,22.454287262231347
2022,1,2022Q1,종로구,680807.8500000001,152211,50400.333333333336,91536.33333333333,181.63333333333333,10.0,17653,66,397,17653,1159.7716327992064,58.333969550191476
2022,1,2022Q1,중구,577831.98,130785,55324.666666666664,110009.33333333333,199.36666666666667,10.0,22166,73,440,22166,1694.8426807355586,85.57557478120626
2022,1,2022Q1,중랑구,762315.3,390140,116219.33333333333,132870.0,114.33333333333333,90.0,9094,131,705,9094,233.09581175988106,11.154932315340673
2022,2,2022Q2,강남구,115070531.22,534103,252349.0,423742.3333333333,167.9333333333333,26.28528974739973,65168,164,1060,65168,1220.1391866362856,61.40741012735266
2022,2,2022Q2,강동구,63348412.980000004,464037,156063.0,211980.66666666666,135.9,64.36354631005446,16929,89,430,16929,364.82004667731235,17.86129331322625
2022,2,2022Q2,강북구,34378549.8,297702,74485.66666666667,96199.0,129.13333333333335,72.40713224368497,4950,36,847,4950,166.2736562065421,10.0
2022,2,2022Q2,강서구,64908406.44,574638,205692.33333333334,320241.0,155.70000000000002,40.82714214957897,47054,128,521,47054,818.8459517122084,40.9767179233167
2022,2,2022Q2,관악구,53785218.15,501226,117887.66666666667,152275.0,129.16666666666666,72.36750866765726,24025,62,311,24025,479.32469584578615,23.690968571855556
2022,2,2022Q2,광진구,48004062.96,351252,97499.0,136804.33333333334,140.36666666666667,59.05398712233777,24489,80,339,24489,697.191759762222,34.7830442334746
2022,2,2022Q2,구로구,46270858.2,418418,147422.33333333334,190275.33333333334,129.0666666666667,72.48637939574043,7625,88,369,7625,182.23403390867503,10.0
2022,2,2022Q2,금천구,26575292.34,242818,91739.0,151867.66666666666,165.5666666666667,29.098563645368955,8752,33,334,8752,360.4345641591645,17.638019069613815
2022,2,2022Q2,노원구,60739151.01,508014,152180.66666666666,179028.0,117.63333333333333,86.07726597325409,9409,48,135,9409,185.21143118103046,10.0
2022,2,2022Q2,도봉구,32071880.64,313989,94952.66666666667,116940.66666666667,123.16666666666667,79.49975235264981,6835,63,120,6835,217.68278506571886,10.37022234040029
2022,2,2022Q2,동대문구,44925975.78,353601,101539.66666666667,151174.66666666666,148.9,48.910351659237236,18806,75,614,18806,531.8423873235653,26.36475595840851
2022,2,2022Q2,동작구,45136114.68,390432,106240.66666666667,136919.0,128.86666666666665,72.7241208519069,14014,66,420,14014,358.9357429718876,17.561710894740308
2022,2,2022Q2,마포구,60142391.370000005,375585,121960.0,197135.33333333334,161.63333333333333,33.7741456166419,49825,143,812,49825,1326.5971750735519,66.82741277163872
2022,2,2022Q2,서대문구,44127500.88,319554,91345.33333333333,127313.0,139.36666666666667,60.24269440316987,12996,113,337,12996,406.69182673350986,19.993074703772525
2022,2,2022Q2,서초구,77344479.33,408451,177082.33333333334,312248.3333333333,176.33333333333334,16.30014858841008,58973,111,995,58973,1443.820678612612,72.79551068970697
2022,2,2022Q2,성동구,44309435.339999996,288234,104337.66666666667,126300.66666666667,121.03333333333335,82.03566121842493,11604,56,441,11604,402.589562647016,19.784219712965907
2022,2,2022Q2,성북구,52066828.65,441984,122300.33333333333,156566.0,128.03333333333333,73.7147102526003,11254,89,293,11254,254.6246017955401,12.251008811190605
2022,2,2022Q2,송파구,96030312.9,664514,245779.33333333334,335052.3333333333,136.33333333333334,63.84843982169389,24079,162,480,24079,362.35504443849186,17.73579480579906
2022,2,2022Q2,양천구,44318554.65,444010,151162.0,170464.33333333334,112.73333333333333,90.0,19567,79,186,19567,440.68827278664895,21.723906088144624
2022,2,2022Q2,영등포구,64345608.42,398085,144407.66666666666,203915.33333333334,141.20000000000002,58.06339772164435,28371,113,3252,28371,712.6869889596443,35.57193931271365
2022,2,2022Q2,용산구,38518021.769999996,233284,74460.66666666667,109378.33333333333,146.83333333333334,51.36701337295689,34505,80,794,34505,1479.0984379554534,74.59157645921343
2022,2,2022Q2,은평구,50420298.0,470602,134314.66666666666,186887.0,139.13333333333333,60.52005943536405,21414,155,336,21414,455.0341902499352,22.454287262231347
2022,2,2022Q2,종로구,46131801.51,152211,50400.333333333336,91536.33333333333,181.63333333333333,10.0,17653,66,397,17653,1159.7716327992064,58.333969550191476
2022,2,2022Q2,중구,44863336.53,130785,55324.666666666664,110009.33333333333,199.36666666666667,10.0,22166,73,440,22166,1694.8426807355586,85.57557478120626
2022,2,2022Q2,중랑구,41841044.19,390140,116219.33333333333,132870.0,114.33333333333333,90.0,9094,131,705,9094,233.09581175988106,11.154932315340673
2022,3,2022Q3,강남구,110697092.7,534103,252349.0,423742.3333333333,167.9333333333333,26.28528974739973,65168,164,1060,65168,1220.1391866362856,61.40741012735266
2022,3,2022Q3,강동구,58868480.339999996,464037,156063.0,211980.66666666666,135.9,64.36354631005446,16929,89,430,16929,364.82004667731235,17.86129331322625
2022,3,2022Q3,강북구,31199054.97,297702,74485.66666666667,96199.0,129.13333333333335,72.40713224368497,4950,36,847,4950,166.2736562065421,10.0
2022,3,2022Q3,강서구,61006387.38,574638,205692.33333333334,320241.0,155.70000000000002,40.82714214957897,47054,128,521,47054,818.8459517122084,40.9767179233167
2022,3,2022Q3,관악구,48487189.08,501226,117887.66666666667,152275.0,129.16666666666666,72.36750866765726,24025,62,311,24025,479.32469584578615,23.690968571855556
2022,3,2022Q3,광진구,42889128.36,351252,97499.0,136804.33333333334,140.36666666666667,59.05398712233777,24489,80,339,24489,697.191759762222,34.7830442334746
2022,3,2022Q3,구로구,43094438.13,418418,147422.33333333334,190275.33333333334,129.0666666666667,72.48637939574043,7625,88,369,7625,182.23403390867503,10.0
2022,3,2022Q3,금천구,25276588.68,242818,91739.0,151867.66666666666,165.5666666666667,29.098563645368955,8752,33,334,8752,360.4345641591645,17.638019069613815
2022,3,2022Q3,노원구,54730310.1,508014,152180.66666666666,179028.0,117.63333333333333,86.07726597325409,9409,48,135,9409,185.21143118103046,10.0
2022,3,2022Q3,도봉구,28677609.66,313989,94952.66666666667,116940.66666666667,123.16666666666667,79.49975235264981,6835,63,120,6835,217.68278506571886,10.37022234040029
2022,3,2022Q3,동대문구,40404611.46,353601,101539.66666666667,151174.66666666666,148.9,48.910351659237236,18806,75,614,18806,531.8423873235653,26.36475595840851
2022,3,2022Q3,동작구,40682968.83,390432,106240.66666666667,136919.0,128.86666666666665,72.7241208519069,14014,66,420,14014,358.9357429718876,17.561710894740308
2022,3,2022Q3,마포구,55496897.94,375585,121960.0,197135.33333333334,161.63333333333333,33.7741456166419,49825,143,812,49825,1326.5971750735519,66.82741277163872
2022,3,2022Q3,서대문구,39885928.86,319554,91345.33333333333,127313.0,139.36666666666667,60.24269440316987,12996,113,337,12996,406.69182673350986,19.993074703772525
2022,3,2022Q3,서초구,71694455.25,408451,177082.33333333334,312248.3333333333,176.33333333333334,16.30014858841008,58973,111,995,58973,1443.820678612612,72.79551068970697
2022,3,2022Q3,성동구,40063916.19,288234,104337.66666666667,126300.66666666667,121.03333333333335,82.03566121842493,11604,56,441,11604,402.589562647016,19.784219712965907
2022,3,2022Q3,성북구,45868525.83,441984,122300.33333333333,156566.0,128.03333333333333,73.7147102526003,11254,89,293,11254,254.6246017955401,12.251008811190605
2022,3,2022Q3,송파구,90109960.17,664514,245779.33333333334,335052.3333333333,136.33333333333334,63.84843982169389,24079,162,480,24079,362.35504443849186,17.73579480579906
2022,3,2022Q3,양천구,40060695.9,444010,151162.0,170464.33333333334,112.73333333333333,90.0,19567,79,186,19567,440.68827278664895,21.723906088144624
2022,3,2022Q3,영등포구,60609868.26,398085,144407.66666666666,203915.33333333334,141.20000000000002,58.06339772164435,28371,113,3252,28371,712.6869889596443,35.57193931271365
2022,3,2022Q3,용산구,35483296.83,233284,74460.66666666667,109378.33333333333,146.83333333333334,51.36701337295689,34505,80,794,34505,1479.0984379554534,74.59157645921343
2022,3,2022Q3,은평구,46561177.89,470602,134314.66666666666,186887.0,139.13333333333333,60.52005943536405,21414,155,336,21414,455.0341902499352,22.454287262231347
2022,3,2022Q3,종로구,41187415.68,152211,50400.333333333336,91536.33333333333,181.63333333333333,10.0,17653,66,397,17653,1159.7716327992064,58.333969550191476
2022,3,2022Q3,중구,41194966.92,130785,55324.666666666664,110009.33333333333,199.36666666666667,10.0,22166,73,440,22166,1694.8426807355586,85.57557478120626
2022,3,2022Q3,중랑구,37966554.6,390140,116219.33333333333,132870.0,114.33333333333333,90.0,9094,131,705,9094,233.09581175988106,11.154932315340673
2022,4,2022Q4,강남구,112681876.83,534103,252349.0,423742.3333333333,167.9333333333333,26.28528974739973,65168,164,1060,65168,1220.1391866362856,61.40741012735266
2022,4,2022Q4,강동구,60842071.23,464037,156063.0,211980.66666666666,135.9,64.36354631005446,16929,89,430,16929,364.82004667731235,17.86129331322625
2022,4,2022Q4,강북구,32253450.66,297702,74485.66666666667,96199.0,129.13333333333335,72.40713224368497,4950,36,847,4950,166.2736562065421,10.0
2022,4,2022Q4,강서구,62767697.28,574638,205692.33333333334,320241.0,155.70000000000002,40.82714214957897,47054,128,521,47054,818.8459517122084,40.9767179233167
2022,4,2022Q4,관악구,51391873.559999995,501226,117887.66666666667,152275.0,129.16666666666666,72.36750866765726,24025,62,311,24025,479.32469584578615,23.690968571855556
2022,4,2022Q4,광진구,45562761.09,351252,97499.0,136804.33333333334,140.36666666666667,59.05398712233777,24489,80,339,24489,697.191759762222,34.7830442334746
2022,4,2022Q4,구로구,45892617.839999996,418418,147422.33333333334,190275.33333333334,129.0666666666667,72.48637939574043,7625,88,369,7625,182.23403390867503,10.0
2022,4,2022Q4,금천구,25971759.48,242818,91739.0,151867.66666666666,165.5666666666667,29.098563645368955,8752,33,334,8752,360.4345641591645,17.638019069613815
2022,4,2022Q4,노원구,57052158.78,508014,152180.66666666666,179028.0,117.63333333333333,86.07726597325409,9409,48,135,9409,185.21143118103046,10.0
2022,4,2022Q4,도봉구,29877519.36,313989,94952.66666666667,116940.66666666667,123.16666666666667,79.49975235264981,6835,63,120,6835,217.68278506571886,10.37022234040029
2022,4,2022Q4,동대문구,44609958.54,353601,101539.66666666667,151174.66666666666,148.9,48.910351659237236,18806,75,614,18806,531.8423873235653,26.36475595840851
2022,4,2022Q4,동작구,44974535.16,390432,106240.66666666667,136919.0,128.86666666666665,72.7241208519069,14014,66,420,14014,358.9357429718876,17.561710894740308
2022,4,2022Q4,마포구,57800575.44,375585,121960.0,197135.33333333334,161.63333333333333,33.7741456166419,49825,143,812,49825,1326.5971750735519,66.82741277163872
2022,4,2022Q4,서대문구,44374968.27,319554,91345.33333333333,127313.0,139.36666666666667,60.24269440316987,12996,113,337,12996,406.69182673350986,19.993074703772525
2022,4,2022Q4,서초구,75530271.57,408451,177082.33333333334,312248.3333333333,176.33333333333334,16.30014858841008,58973,111,995,58973,1443.820678612612,72.79551068970697
2022,4,2022Q4,성동구,42888884.04,288234,104337.66666666667,126300.66666666667,121.03333333333335,82.03566121842493,11604,56,441,11604,402.589562647016,19.784219712965907
2022,4,2022Q4,성북구,50590196.7,441984,122300.33333333333,156566.0,128.03333333333333,73.7147102526003,11254,89,293,11254,254.6246017955401,12.251008811190605
2022,4,2022Q4,송파구,91582220.22,664514,245779.33333333334,335052.3333333333,136.33333333333334,63.84843982169389,24079,162,480,24079,362.35504443849186,17.73579480579906
2022,4,2022Q4,양천구,40424133.72,444010,151162.0,170464.33333333334,112.73333333333333,90.0,19567,79,186,19567,440.68827278664895,21.723906088144624
2022,4,2022Q4,영등포구,62404347.18,398085,144407.66666666666,203915.33333333334,141.20000000000002,58.06339772164435,28371,113,3252,28371,712.6869889596443,35.57193931271365
2022,4,2022Q4,용산구,36023864.25,233284,74460.66666666667,109378.33333333333,146.83333333333334,51.36701337295689,34505,80,794,34505,1479.0984379554534,74.59157645921343
2022,4,2022Q4,은평구,47802022.8,470602,134314.66666666666,186887.0,139.13333333333333,60.52005943536405,21414,155,336,21414,455.0341902499352,22.454287262231347
2022,4,2022Q4,종로구,45132877.83,152211,50400.333333333336,91536.33333333333,181.63333333333333,10.0,17653,66,397,17653,1159.7716327992064,58.333969550191476
2022,4,2022Q4,중구,45302244.09,130785,55324.666666666664,110009.33333333333,199.36666666666667,10.0,22166,73,440,22166,1694.8426807355586,85.57557478120626
2022,4,2022Q4,중랑구,39250080.99,390140,116219.33333333333,132870.0,114.33333333333333,90.0,9094,131,705,9094,233.09581175988106,11.154932315340673
2023,1,2023Q1,강남구,106161413.4,550282,252349.0,423742.3333333333,167.9333333333333,26.28528974739973,67400,109,828,67400,1224.8265434813422,61.646053435082365
2023,1,2023Q1,강동구,56550602.91,463318,156063.0,211980.66666666666,135.9,64.36354631005446,17782,84,277,17782,383.7968738533793,18.82744395146654
2023,1,2023Q1,강북구,29258516.1,292977,74485.66666666667,96199.0,129.13333333333335,72.40713224368497,7071,46,719,7071,241.35000358389908,11.57517077907029
2023,1,2023Q1,강서구,58490094.75,568826,205692.33333333334,320241.0,155.70000000000002,40.82714214957897,76209,154,514,76209,1339.7594343437186,67.49753138928592
2023,1,2023Q1,관악구,46708116.12,497883,117887.66666666667,152275.0,129.16666666666666,72.36750866765726,27685,82,185,27685,556.0543340503692,27.597437668902423
2023,1,2023Q1,광진구,40638060.78,351180,97499.0,136804.33333333334,140.36666666666667,59.05398712233777,20791,143,308,20791,592.0325758870096,29.429166492205006
2023,1,2023Q1,구로구,42104397.06,415651,147422.33333333334,190275.33333333334,129.0666666666667,72.48637939574043,13359,112,285,13359,321.3994432829465,15.650658031942113
2023,1,2023Q1,금천구,24163467.12,241105,91739.0,151867.66666666666,165.5666666666667,29.098563645368955,7980,30,374,7980,330.97613073142406,16.138227561069904
2023,1,2023Q1,노원구,51331801.5,502925,152180.66666666666,179028.0,117.63333333333333,86.07726597325409,11086,60,102,11086,220.43048168215938,10.510113419927679
2023,1,2023Q1,도봉구,26884978.86,309494,94952.66666666667,116940.66666666667,123.16666666666667,79.49975235264981,7913,61,125,7913,255.6753927378237,12.304506813260456
2023,1,2023Q1,동대문구,38781173.58,359873,101539.66666666667,151174.66666666666,148.9,48.910351659237236,20806,71,613,20806,578.1484023530523,28.72229368376265
2023,1,2023Q1,동작구,38926681.32,389714,106240.66666666667,136919.0,128.86666666666665,72.7241208519069,10779,78,177,10779,276.5874461784796,13.369183937162692
2023,1,2023Q1,마포구,52795914.87,375162,121960.0,197135.33333333334,161.63333333333333,33.7741456166419,47715,191,646,47715,1271.850560557839,64.04014617195344
2023,1,2023Q1,서대문구,38388852.63,320629,91345.33333333333,127313.0,139.36666666666667,60.24269440316987,12535,172,257,12535,390.9502883394827,19.19163949939578
2023,1,2023Q1,서초구,69989438.25,412078,177082.33333333334,312248.3333333333,176.33333333333334,16.30014858841008,61552,123,796,61552,1493.6977950776309,75.33486078544045
2023,1,2023Q1,성동구,38215466.73,284766,104337.66666666667,126300.66666666667,121.03333333333335,82.03566121842493,12203,95,415,12203,428.527282049121,21.104764181350276
2023,1,2023Q1,성북구,43221147.48,438168,122300.33333333333,156566.0,128.03333333333333,73.7147102526003,12120,92,244,12120,276.6062332256121,13.370140425695222
2023,1,2023Q1,송파구,85984378.77,660025,245779.33333333334,335052.3333333333,136.33333333333334,63.84843982169389,27134,155,431,27134,411.10563993788116,20.217791322884437
2023,1,2023Q1,양천구,37401264.0,439252,151162.0,170464.33333333334,112.73333333333333,90.0,23139,100,149,23139,526.7818928542158,26.107115420503437
2023,1,2023Q1,영등포구,58176776.339999996,397800,144407.66666666666,203915.33333333334,141.20000000000002,58.06339772164435,42019,131,2847,42019,1056.2845651080945,53.0652228007095
2023,1,2023Q1,용산구,33464749.83,227106,74460.66666666667,109378.33333333333,146.83333333333334,51.36701337295689,43798,105,1149,43798,1928.5267672364448,90.0
2023,1,2023Q1,은평구,43701468.96,470869,134314.66666666666,186887.0,139.13333333333333,60.52005943536405,18899,266,223,18899,401.36428603284565,19.721838274181735
2023,1,2023Q1,종로구,40540563.99,150453,50400.333333333336,91536.33333333333,181.63333333333333,10.0,17332,97,431,17332,1151.9876639216234,57.9376711369033
2023,1,2023Q1,중구,40966505.43,131793,55324.666666666664,110009.33333333333,199.36666666666667,10.0,26827,90,373,26827,2035.5405825802584,90.0
2023,1,2023Q1,중랑구,35909935.08,387470,116219.33333333333,132870.0,114.33333333333333,90.0,9877,156,447,9877,254.9100575528428,12.265541971004339
2023,2,2023Q2,강남구,117631481.97,550282,252349.0,423742.3333333333,167.9333333333333,26.28528974739973,67400,109,828,67400,1224.8265434813422,61.646053435082365
2023,2,2023Q2,강동구,66385352.4,463318,156063.0,211980.66666666666,135.9,64.36354631005446,17782,84,277,17782,383.7968738533793,18.82744395146654
2023,2,2023Q2,강북구,35069613.96,292977,74485.66666666667,96199.0,129.13333333333335,72.40713224368497,7071,46,719,7071,241.35000358389908,11.57517077907029
2023,2,2023Q2,강서구,67620150.93,568826,205692.33333333334,320241.0,155.70000000000002,40.82714214957897,76209,154,514,76209,1339.7594343437186,67.49753138928592
2023,2,2023Q2,관악구,55618366.53,497883,117887.66666666667,152275.0,129.16666666666666,72.36750866765726,27685,82,185,27685,556.0543340503692,27.597437668902423
2023,2,2023Q2,광진구,50062587.42,351180,97499.0,136804.33333333334,140.36666666666667,59.05398712233777,20791,143,308,20791,592.0325758870096,29.429166492205006
2023,2,2023Q2,구로구,49304729.1,415651,147422.33333333334,190275.33333333334,129.0666666666667,72.48637939574043,13359,112,285,13359,321.3994432829465,15.650658031942113
2023,2,2023Q2,금천구,27509366.13,241105,91739.0,151867.66666666666,165.5666666666667,29.098563645368955,7980,30,374,7980,330.97613073142406,16.138227561069904
2023,2,2023Q2,노원구,62518981.17,502925,152180.66666666666,179028.0,117.63333333333333,86.07726597325409,11086,60,102,11086,220.43048168215938,10.510113419927679
2023,2,2023Q2,도봉구,32384179.14,309494,94952.66666666667,116940.66666666667,123.16666666666667,79.49975235264981,7913,61,125,7913,255.6753927378237,12.304506813260456
2023,2,2023Q2,동대문구,48681675.839999996,359873,101539.66666666667,151174.66666666666,148.9,48.910351659237236,20806,71,613,20806,578.1484023530523,28.72229368376265
2023,2,2023Q2,동작구,47728863.45,389714,106240.66666666667,136919.0,128.86666666666665,72.7241208519069,10779,78,177,10779,276.5874461784796,13.369183937162692
2023,2,2023Q2,마포구,61591866.27,375162,121960.0,197135.33333333334,161.63333333333333,33.7741456166419,47715,191,646,47715,1271.850560557839,64.04014617195344
2023,2,2023Q2,서대문구,47459188.05,320629,91345.33333333333,127313.0,139.36666666666667,60.24269440316987,12535,172,257,12535,390.9502883394827,19.19163949939578
2023,2,2023Q2,서초구,78692614.17,412078,177082.33333333334,312248.3333333333,176.33333333333334,16.30014858841008,61552,123,796,61552,1493.6977950776309,75.33486078544045
2023,2,2023Q2,성동구,45756715.74,284766,104337.66666666667,126300.66666666667,121.03333333333335,82.03566121842493,12203,95,415,12203,428.527282049121,21.104764181350276
2023,2,2023Q2,성북구,55105313.7,438168,122300.33333333333,156566.0,128.03333333333333,73.7147102526003,12120,92,244,12120,276.6062332256121,13.370140425695222
2023,2,2023Q2,송파구,99100143.54,660025,245779.33333333334,335052.3333333333,136.33333333333334,63.84843982169389,27134,155,431,27134,411.10563993788116,20.217791322884437
2023,2,2023Q2,양천구,43611232.8,439252,151162.0,170464.33333333334,112.73333333333333,90.0,23139,100,149,23139,526.7818928542158,26.107115420503437
2023,2,2023Q2,영등포구,66317009.82,397800,144407.66666666666,203915.33333333334,141.20000000000002,58.06339772164435,42019,131,2847,42019,1056.2845651080945,53.0652228007095
2023,2,2023Q2,용산구,39028444.95,227106,74460.66666666667,109378.33333333333,146.83333333333334,51.36701337295689,43798,105,1149,43798,1928.5267672364448,90.0
2023,2,2023Q2,은평구,51600522.54,470869,134314.66666666666,186887.0,139.13333333333333,60.52005943536405,18899,266,223,18899,401.36428603284565,19.721838274181735
2023,2,2023Q2,종로구,47329346.28,150453,50400.333333333336,91536.33333333333,181.63333333333333,10.0,17332,97,431,17332,1151.9876639216234,57.9376711369033
2023,2,2023Q2,중구,47681418.87,131793,55324.666666666664,110009.33333333333,199.36666666666667,10.0,26827,90,373,26827,2035.5405825802584,90.0
2023,2,2023Q2,중랑구,43353057.24,387470,116219.33333333333,132870.0,114.33333333333333,90.0,9877,156,447,9877,254.9100575528428,12.265541971004339
2023,3,2023Q3,강남구,117301857.63,550282,252349.0,423742.3333333333,167.9333333333333,26.28528974739973,67400,109,828,67400,1224.8265434813422,61.646053435082365
2023,3,2023Q3,강동구,63468200.07,463318,156063.0,211980.66666666666,135.9,64.36354631005446,17782,84,277,17782,383.7968738533793,18.82744395146654
2023,3,2023Q3,강북구,32703638.310000002,292977,74485.66666666667,96199.0,129.13333333333335,72.40713224368497,7071,46,719,7071,241.35000358389908,11.57517077907029
2023,3,2023Q3,강서구,65342225.07,568826,205692.33333333334,320241.0,155.70000000000002,40.82714214957897,76209,154,514,76209,1339.7594343437186,67.49753138928592
2023,3,2023Q3,관악구,51511219.86,497883,117887.66666666667,152275.0,129.16666666666666,72.36750866765726,27685,82,185,27685,556.0543340503692,27.597437668902423
2023,3,2023Q3,광진구,45372693.12,351180,97499.0,136804.33333333334,140.36666666666667,59.05398712233777,20791,143,308,20791,592.0325758870096,29.429166492205006
2023,3,2023Q3,구로구,46725736.74,415651,147422.33333333334,190275.33333333334,129.0666666666667,72.48637939574043,13359,112,285,13359,321.3994432829465,15.650658031942113
2023,3,2023Q3,금천구,26137589.46,241105,91739.0,151867.66666666666,165.5666666666667,29.098563645368955,7980,30,374,7980,330.97613073142406,16.138227561069904
2023,3,2023Q3,노원구,57535383.54,502925,152180.66666666666,179028.0,117.63333333333333,86.07726597325409,11086,60,102,11086,220.43048168215938,10.510113419927679
2023,3,2023Q3,도봉구,30156481.71,309494,94952.66666666667,116940.66666666667,123.16666666666667,79.49975235264981,7913,61,125,7913,255.6753927378237,12.304506813260456
2023,3,2023Q3,동대문구,42984626.64,359873,101539.66666666667,151174.66666666666,148.9,48.910351659237236,20806,71,613,20806,578.1484023530523,28.72229368376265
2023,3,2023Q3,동작구,42841014.03,389714,106240.66666666667,136919.0,128.86666666666665,72.7241208519069,10779,78,177,10779,276.5874461784796,13.369183937162692
2023,3,2023Q3,마포구,58134982.35,375162,121960.0,197135.33333333334,161.63333333333333,33.7741456166419,47715,191,646,47715,1271.850560557839,64.04014617195344
2023,3,2023Q3,서대문구,42144317.1,320629,91345.33333333333,127313.0,139.36666666666667,60.24269440316987,12535,172,257,12535,390.9502883394827,19.19163949939578
2023,3,2023Q3,서초구,76442570.82,412078,177082.33333333334,312248.3333333333,176.33333333333334,16.30014858841008,61552,123,796,61552,1493.6977950776309,75.33486078544045
2023,3,2023Q3,성동구,42099307.38,284766,104337.66666666667,126300.66666666667,121.03333333333335,82.03566121842493,12203,95,415,12203,428.527282049121,21.104764181350276
2023,3,2023Q3,성북구,47521614.99,438168,122300.33333333333,156566.0,128.03333333333333,73.7147102526003,12120,92,244,12120,276.6062332256121,13.370140425695222
2023,3,2023Q3,송파구,95435062.32,660025,245779.33333333334,335052.3333333333,136.33333333333334,63.84843982169389,27134,155,431,27134,411.10563993788116,20.217791322884437
2023,3,2023Q3,양천구,42257737.71,439252,151162.0,170464.33333333334,112.73333333333333,90.0,23139,100,149,23139,526.7818928542158,26.107115420503437
2023,3,2023Q3,영등포구,64363614.480000004,397800,144407.66666666666,203915.33333333334,141.20000000000002,58.06339772164435,42019,131,2847,42019,1056.2845651080945,53.0652228007095
2023,3,2023Q3,용산구,37276893.75,227106,74460.66666666667,109378.33333333333,146.83333333333334,51.36701337295689,43798,105,1149,43798,1928.5267672364448,90.0
2023,3,2023Q3,은평구,49376000.13,470869,134314.66666666666,186887.0,139.13333333333333,60.52005943536405,18899,266,223,18899,401.36428603284565,19.721838274181735
2023,3,2023Q3,종로구,43043611.71,150453,50400.333333333336,91536.33333333333,181.63333333333333,10.0,17332,97,431,17332,1151.9876639216234,57.9376711369033
