자치구,스트레스분류,해결태그,장소명,카테고리,도로명주소,경도,위도,전화번호,플레이스URL,_global_excluded,_tag_match
관악구,소음,키워드:박물관,대한민국 핫 플레이스 체험단,"여행,명소>박물관",서울특별시 관악구 관천로 29 201호,126.9278127,37.4818845,,https://blog.naver.com/rocach120,False,True
관악구,소음,키워드:전시회,대진이앤컴,"문화,예술>박람회,전시회",서울특별시 관악구 남부순환로 1955,126.9664208,37.4762465,,,False,True
관악구,소음,키워드:전시회,원에스쓰리디,"문화,예술>박람회,전시회",서울특별시 관악구 청룡3길 5,126.9465837,37.4808491,,http://www.1s3d.com,False,True
관악구,소음,키워드:전시회,엑스포디엠아이,"문화,예술>박람회,전시회",서울특별시 관악구 조원로16길 33,126.9113207,37.4826906,,,False,True
관악구,소음,키워드:힐링,301h,"음식점>카페,디저트",서울특별시 관악구 신사로 66-1 3층,126.9103296,37.4854699,,https://www.instagram.com/301h_cafe,False,True
관악구,소음,키워드:수목원,관악산야외식물원,"여행,명소>식물원,수목원",,126.948106,37.4618039,,,False,True
관악구,소음,키워드:수목원,낙성꽃뜰정원,"여행,명소>식물원,수목원",서울특별시 관악구,126.9593916,37.4736367,,,False,True
관악구,소음,키워드:조용한,마인드멜드,"음식점>카페,디저트",서울특별시 관악구 관악로14길 22 2층,126.9536956,37.4790347,,https://www.instagram.com/cafe_mindmeld,False,True
관악구,소음,키워드:산책코스,관악산둘레길-관악구구간,"여행,명소>도보코스",,126.9539871,37.4715932,,,False,True
관악구,소음,키워드:산책코스,관악산둘레길,"여행,명소>산책로",,126.9479729,37.463768,,,False,True
광진구,소음,키워드:조용한 카페,투또톤토,"음식점>카페,디저트",서울특별시 광진구 능동로 125 1층 투또톤토,127.0714334,37.542129,,https://app.catchtable.co.kr/ct/shop/tuttotonto?from=share&type=WAITING,False,True
광진구,소음,키워드:조용한 카페,스타벅스 어린이대공원역점,"카페,디저트>카페",서울특별시 광진구 능동로 243 (군자동),127.076404,37.551946,,http://www.starbucks.co.kr/,False,True
광진구,소음,키워드:조용한 카페,그랜드 워커힐 서울 더파빌리온,"카페,디저트>카페",서울특별시 광진구 워커힐로 177 그랜드 워커힐 서울 1층 로비,127.1107738,37.555169,,https://www.walkerhill.com/grandwalkerhillseoul/dining/ThePavilion,False,True
광진구,소음,키워드:조용한 카페,카페 아르무아,"음식점>카페,디저트",서울특별시 광진구 동일로22길 117-27,127.0709258,37.5417665,,http://www.instagram.com/cafe_armoire,False,True
광진구,소음,키워드:조용한 카페,환원당,"음식점>카페,디저트",서울특별시 광진구 능동로 166,127.0735129,37.5452917,,https://www.instagram.com/hwan_won_dang,False,True
광진구,소음,키워드:도서관,아차산 숲속도서관,"교육,학문>도서관",서울특별시 광진구 영화사로 139 아차산숲속도서관,127.1008491,37.5524626,,,False,True
광진구,소음,키워드:도서관,광진정보도서관,"교육,학문>도서관",서울특별시 광진구 아차산로78길 90,127.1104021,37.5505773,,https://www.instagram.com/gwangjinlib/,False,True
광진구,소음,키워드:도서관,자양한강도서관,"교육,학문>도서관",서울특별시 광진구 뚝섬로52길 66 자양문화체육복합센터 자양한강도서관,127.0775349,37.5291722,,https://www.gwangjinlib.seoul.kr/jyriver/index.do,False,True
광진구,소음,키워드:북카페,북카페세모 건대점,"음식점>카페,디저트","서울특별시 광진구 아차산로31길 20 2층, 3층",127.069746,37.5419088,,http://cafe.naver.com/semoclass/,False,True
광진구,소음,키워드:북카페,책방고즈넉,"음식점>카페,디저트",서울특별시 광진구 동일로60길 41-13,127.0763112,37.5578534,,https://www.instagram.com/goesneok_official,False,True
광진구,소음,키워드:북카페,카페유림,"음식점>카페,디저트",서울특별시 광진구 뚝섬로52길 66 1층,127.077668,37.5292155,,https://www.instagram.com/cafe_yurim,False,True
광진구,소음,키워드:북카페,사유,"카페,디저트>북카페",서울특별시 광진구 천호대로104길 23 1층,127.0754878,37.5574518,,https://youtube.com/sayooroom,False,True
광진구,소음,키워드:미술관,그라운드시소 이스트,"문화,예술>전시관",서울특별시 광진구 아차산로 402 이스트폴 2F 그라운드시소 이스트,127.0878216,37.5366969,,,False,True
광진구,소음,키워드:박물관,서울상상나라,"여행,명소>박물관",서울특별시 광진구 능동로 216 서울상상나라,127.0775678,37.5506423,,https://www.seoulchildrensmuseum.org/,False,True
광진구,소음,키워드:박물관,건국대학교 박물관,"여행,명소>박물관",서울특별시 광진구 능동로 120 건국대학교,127.0756501,37.5424068,,http://museum.konkuk.ac.kr/,False,True
광진구,소음,키워드:박물관,세종대학교 박물관(휴관중),"여행,명소>박물관",서울특별시 광진구 능동로 209,127.0752412,37.5514749,,http://museum.sejong.ac.kr/,False,True
광진구,소음,키워드:박물관,장로회신학대학교 장신역사박물관,"여행,명소>박물관",서울특별시 광진구 광장로5길 25-1 장로회신학대학교,127.103654,37.549394,,,False,True
광진구,소음,키워드:전시회,"갤러리적, 식당사사로운","문화,예술>갤러리,화랑",서울특별시 광진구 천호대로112길 48-4 1층,127.0803923,37.5542354,,https://www.instagram.com/asite484,False,True
광진구,소음,키워드:전시회,국립생태원 에코플랫폼 서울,"문화,예술>전시관",서울특별시 광진구 능동로 216,127.0824701,37.5480523,,https://bit.ly/4cQzXHr,False,True
광진구,소음,키워드:전시회,카르도,"문화,예술>박람회,전시회",서울특별시 광진구 자양로 126,127.0837652,37.5391336,,,False,True
광진구,소음,키워드:힐링,휴온,"음식점>카페,디저트",서울특별시 광진구 아차산로51길 27 2층,127.0848726,37.538214,,https://blog.naver.com/gjcafe8373,False,True
광진구,소음,키워드:수목원,서울어린이대공원,"여행,명소>테마파크",서울특별시 광진구 능동로 216,127.0809212,37.5498986,,https://www.instagram.com/seoul_children_grandpark/,False,True
광진구,소음,키워드:수목원,서울어린이대공원식물원,"여행,명소>식물원,수목원",서울특별시 광진구 능동로 216,127.0810558,37.5486435,,,False,True
광진구,소음,키워드:식물원,아차산 어울림정원자생식물원,자연공원>부속시설,,127.1006993,37.5521455,,,False,True
광진구,소음,키워드:산책코스,서울어린이대공원무장애나눔길,"여행,명소>도보코스",서울특별시 광진구 능동로 216 어린이대공원,127.0831877,37.5479892,,,False,True
구로구,소음,키워드:조용한 카페,스타벅스 구로디지털로점,"카페,디저트>카페",서울특별시 구로구 디지털로33길 11 에이스테크노8차 1층 (구로동),126.8958115,37.4857569,,http://www.starbucks.co.kr/,False,True
구로구,소음,키워드:조용한 카페,에버애프터,"음식점>카페,디저트",서울특별시 구로구 새말로18길 36-10,126.8923396,37.5053584,,http://instagram.com/cafe_everafter,False,True
구로구,소음,키워드:조용한 카페,고마워케이크,"카페,디저트>케이크전문",서울특별시 구로구 디지털로 300 1층 야외광장 앞,126.8965595,37.4849099,,http://doredore.co.kr,False,True
