연월,출발_자치구코드,도착_자치구코드,start_arv_place_type,총이동인구수,인구가중평균이동시간
2022-01,11010,39020,EH,188.31,317.4882905846742
2022-01,11010,39020,WH,21.17,226.0614076523382
2022-01,11020,11010,EH,195825.77,45.21354109829365
2022-01,11020,11010,HE,117830.66,41.2594062530075
2022-01,11020,11010,HW,116898.81999999999,33.39092447639762
2022-01,11020,11010,WH,170713.97,39.86722967077621
2022-01,11020,11020,EH,526860.24,34.00791974736981
2022-01,11020,11020,HE,501363.81,32.90499605466138
2022-01,11020,11020,HW,393931.22000000003,27.95386994206755
2022-01,11020,11020,WH,383111.89999999997,30.829826612015967
2022-01,11020,11030,EH,219410.66,45.61036651546465
2022-01,11020,11030,HE,79185.52,39.687059957426555
2022-01,11020,11030,HW,57143.75,35.730135316635675
2022-01,11020,11030,WH,180446.47,43.41377185156351
2022-01,11020,11040,EH,257549.14,45.29452701725193
2022-01,11020,11040,HE,122117.68,36.85416747190087
2022-01,11020,11040,HW,95458.81,36.78503325151445
2022-01,11020,11040,WH,225728.23,43.20084151636683
2022-01,11020,11050,EH,81203.73,68.84187561334929
2022-01,11020,11050,HE,20377.35,58.97784942595578
2022-01,11020,11050,HW,20144.64,47.87862379273097
2022-01,11020,11050,WH,123304.22,60.376754826396045
2022-01,11020,11060,EH,138191.26,61.53772315267984
2022-01,11020,11060,HE,42892.86,51.02540376183822
