자치구코드,총이동인구수,평균이동시간,총이동시간,유입인구_norm,평균이동시간_norm,총이동시간_norm,출퇴근스트레스점수,모형,가중치_유입인구,가중치_평균이동시간,가중치_총이동시간
31350,5.91,1286.0,7600.26,0.09754262788365096,0.7740029542097489,0.14531586324759177,51.370523997059045,CRITIC기반,0.2071221062915796,0.6017051650877809,0.19117272862063955
29010,6.82,1271.0,8668.220000000001,0.12036108324974928,0.7518463810930576,0.17237921260949285,51.02734963665072,CRITIC기반,0.2071221062915796,0.6017051650877809,0.19117272862063955
34370,3.31,1306.0,4322.86,0.03234704112337011,0.8035450516986706,0.06226273279449007,50.20999317972913,CRITIC기반,0.2071221062915796,0.6017051650877809,0.19117272862063955
24050,7.66,1241.3333333333333,9508.613333333333,0.1414242728184554,0.7080256031511569,0.19367575778104656,49.23402787800287,CRITIC기반,0.2071221062915796,0.6017051650877809,0.19117272862063955
39020,16.2,1141.6,18493.92,0.35556670010030095,0.560709010339734,0.42137388640367146,49.15824271178699,CRITIC기반,0.2071221062915796,0.6017051650877809,0.19117272862063955
11200,19.13,1095.5,20956.914999999997,0.429037111334002,0.49261447562776955,0.48378904629881303,47.77590166167121,CRITIC기반,0.2071221062915796,0.6017051650877809,0.19117272862063955
32320,4.57,1261.0,5762.77,0.0639418254764293,0.7370753323485968,0.09875172805619926,47.5624437414257,CRITIC기반,0.2071221062915796,0.6017051650877809,0.19117272862063955
34012,5.82,1232.0,7170.240000000001,0.09528585757271817,0.6942392909896603,0.13441865596210853,46.31603559534136,CRITIC기반,0.2071221062915796,0.6017051650877809,0.19117272862063955
11040,7.38,1212.0,8944.56,0.13440320962888666,0.6646971935007385,0.17938198983211137,46.208255488103475,CRITIC기반,0.2071221062915796,0.6017051650877809,0.19117272862063955
11140,2.7,1260.0,3402.0,0.01705115346038115,0.7355982274741507,0.03892706863721809,45.35867176486079,CRITIC기반,0.2071221062915796,0.6017051650877809,0.19117272862063955
11010,2.02,1267.0,2559.34,0.0,0.7459379615952733,0.01757308349423565,45.2194218648798,CRITIC기반,0.2071221062915796,0.6017051650877809,0.19117272862063955
24030,2.2,1259.0,2769.8,0.0045135406218656015,0.7341211225997046,0.022906384841388815,44.70384014016785,CRITIC기반,0.2071221062915796,0.6017051650877809,0.19117272862063955
24010,11.3,1148.75,12980.875,0.2326980942828486,0.5712703101920237,0.2816669096602713,44.57802474036369,CRITIC기반,0.2071221062915796,0.6017051650877809,0.19117272862063955
36350,2.3,1253.0,2881.8999999999996,0.007021063189568702,0.725258493353028,0.02574712931072202,44.2768147835008,CRITIC기반,0.2071221062915796,0.6017051650877809,0.19117272862063955
35012,14.79,1106.4,16363.656,0.3202106318956871,0.508714918759232,0.3673905173026933,44.26541423719373,CRITIC기반,0.2071221062915796,0.6017051650877809,0.19117272862063955
25010,6.03,1203.0,7254.09,0.1005516549648947,0.6514032496307238,0.13654351255223868,43.88825662952628,CRITIC기반,0.2071221062915796,0.6017051650877809,0.19117272862063955
11220,16.509999999999998,1079.8333333333333,17828.04833333333,0.36334002006018057,0.4694731659281141,0.40449992338521445,43.50695331443396,CRITIC기반,0.2071221062915796,0.6017051650877809,0.19117272862063955
36040,3.18,1212.0,3854.1600000000003,0.029087261785356075,0.6646971935007385,0.05038532929068562,41.56086503589339,CRITIC기반,0.2071221062915796,0.6017051650877809,0.19117272862063955
39010,10.86,1120.25,12165.914999999999,0.2216649949849549,0.5291728212703102,0.2610148747563658,41.42166662525641,CRITIC기반,0.2071221062915796,0.6017051650877809,0.19117272862063955
11070,6.859999999999999,1163.0,7978.179999999999,0.1213640922768305,0.5923190546528804,0.15489279589567748,41.11498994201489,CRITIC기반,0.2071221062915796,0.6017051650877809,0.19117272862063955
11080,14.22,1072.4,15249.528000000002,0.3059177532597794,0.45849335302806515,0.33915721708744545,40.4077758704545,CRITIC기반,0.2071221062915796,0.6017051650877809,0.19117272862063955
35310,7.75,1142.6666666666667,8855.666666666668,0.1436810431293882,0.5622845888724767,0.17712932930555245,40.195135886304506,CRITIC기반,0.2071221062915796,0.6017051650877809,0.19117272862063955
24020,7.26,1136.0,8247.36,0.13139418254764296,0.552437223042836,0.16171413038501845,39.053430189757094,CRITIC기반,0.2071221062915796,0.6017051650877809,0.19117272862063955
36020,18.439999999999998,1013.4,18687.095999999998,0.41173520561685056,0.3713441654357459,0.4262691910745717,39.0210209774297,CRITIC기반,0.2071221062915796,0.6017051650877809,0.19117272862063955
